3月8日 21:04,对于美利坚合众国目前所遭遇的窘境，我们深表惋惜和同情。为使美国广大患者早日确诊，本人决定从即日起，向美国人民口头捐赠一亿个的测试盒聊表心意。(发货时间待定)        ,1
3月8日 21:04,彭斯,1
3月8日 21:04,这个美国护士挺有责任感的        ,1
3月8日 21:05,不检等于没有，因为我们自由！！！ ,1
3月8日 21:06,美国月亮并不圆，空气也不甜？慕洋犬们集体瘫软在地上，没有力气在吠叫了！        ,1
3月8日 21:16,没想到这种新闻下面，居然还有围中救美的别跪了，裤子都跪破了        ,1
3月8日 21:05,这很美国        ,1
3月8日 21:30,美国是个懦夫，美国病夫，美国聋子，美国病毒。中国发生疫情，美国中伤我们，我们不用管他，必须禁止口罩等防疫物资出口。他们不需要，他们是白眼狼        ,1
3月8日 21:05,🇺🇸某些人,1
3月8日 21:27,带路党们心里很憋屈,1
3月8日 21:04,特朗普,1
3月8日 21:05,“自由”        ,1
3月8日 21:08,@麦田 @本帮- @Kevin在纽约 怎么办？大公知，救救这个护士！        ,1
3月8日 21:12,美国确诊这么少，估计是都不给做测试，这样就都是感冒不是新冠肺炎了 ,1
3月8日 21:07,这国怎，定体问，气冷抖，美何站 ,2
3月8日 21:10,你应该相信你们的总统特朗普先生。 ,2
3月8日 21:09,美式自由民主真可怕，完全没人性        ,2
3月8日 21:05,太自由了 ,2
3月8日 22:27,这国怎，定体问 ，气冷抖，我深思，若为美，则无事 ,2
3月8日 21:13,自由美利坚，新冠每一天 ,2
3月8日 22:36,港独台独你们快看看呐，去年还为了你美爹游行呢？，快他娘去美国吧，别回来了        ,2
3月8日 21:35,从来不告诉你到底发生了什么，只让你盲目地仇恨，莫名地恐惧，稀里糊涂地活，不明不白地死！美国梦碎🇺🇸        ,2
3月8日 21:28,老美的人数绝对有猫腻        ,2
3月8日 21:05,呵呵，站在中国国度看美国        ,2
3月8日 21:12,美国政府以为不检测不公布就没有确诊病例了！真是自欺欺人！        ,2
3月8日 22:37,特朗普,2
3月8日 21:06,川普,2
3月8日 21:15,是我错觉么？她有的话和词是带着哽咽还是忍着情绪吧？        ,3
3月8日 21:52,灯塔国的灯不亮了🙈，他们引以为傲的人权自由民主通通被利益集团按在地上摩擦了…… ,3
3月8日 21:06,美国感染严重低估        ,3
3月8日 21:48,坐标湖南汨罗市，前几天新确证一例新冠，他家人都确诊了，官方却说为无症状感染者，不计入确诊者，我表示不理解，湖南明明没有完全控制住，却天天飘零，我不理解。        ,3
3月8日 21:17,美国只有咬住了不检测不确诊就没有啊，病死的都归在流感里面，美国那间养老院死了26人，有11个是没有确诊死亡的，美国至今才检测了5千多病例。病人要求检测还得政府批准，简直就是个笑话。那么强的国立那么高的科技你跟我说没能力制造检测盒？鬼话。        ,3
3月8日 23:16,一个疫情看白了其它国家，还是中国好80.90几岁的都是全力抢救还免费，所谓的人权国家还有脸bb我们吗 ,3
3月8日 21:04,吹哨人        ,3
3月8日 23:32,看到大家的评论我就放心了…每次跟那些公知，恨国党们掐架真的好累 ,3
3月8日 22:31,对比武汉疫情最初时，那些在官僚打压下不能发声的医护们，美国的人权护盾还是支撑着医护们团结起来发声了！这一记明明打在中国人脸上！不躲这一记打脸，因为没勇气发声 ,3
3月8日 21:50,护士都得不到检测了牧羊犬还在给它们主子吹，洗！        ,3
3月8日 21:05,你爱美国，美国爱你吗 ,3
3月8日 21:08,特朗普,3
3月9日 00:40,美国为啥不敢公布病例，其实也是怕自己的医疗系统撑不住，设备再好，你也要医护医生去维持解决。别的国家能真的像中国这样应召能力。？现在敢说没有！所以，恨国蛆们，一个小团队的管理管十个人，都有问题，总有不妥的时候，何况我们一个国家十几亿人，56个民族，多想想吧。还不知足        ,3
3月8日 21:35,至今已经有不止一个专业人士在全美媒体的聚光灯之前直批管理的失衡了，这在其他国家都是罕见的。从这个角度看，美国的舆论环境，至少在管理人民言论方面确实相对宽松，多数人敢于直言也不怕被恶意报复。        ,3
3月8日 21:08,特朗普,3
3月8日 21:08,要自由 不要命 ,4
3月8日 21:07,他们医疗资源很好，所以才不担心？？？        ,4
3月8日 21:04,啧啧啧啧啧        ,4
3月8日 22:15,病毒,4
3月8日 21:06,对吗，没事也多报导些国际新闻，让我们及时了解各国人民的实际情况        ,4
3月8日 21:31,美国人民沐浴在自由、民主的圣光下        ,4
3月8日 21:06,没有对比就没有伤害        ,4
3月8日 22:28,这次全球疫情，虽然我国也有不足的地方，但相比之下真的要好很多了        ,4
3月8日 21:07,这很美国        ,4
3月9日 00:33,强烈向特朗普先生建议:因为美国是自由民主的国度，人民都拥有枪支，所以让人民自已上街去消灭病毒最合理最高效，谁有发烧咳嗽，就让邻居选择是否去枪杀掉。        ,4
3月8日 21:05,美国，，，呵呵        ,4
3月8日 21:06,美疾控中心能不能负点责任 ,4
3月8日 21:41,美国两周后会大爆发        ,4
3月8日 22:46,米国不检测就没有 ,4
3月9日 00:09,能上电视已经很牛了 换位一下 咱护士敢么？发个微博都能被封杀个严严实实 还发布会 ?各有各的冤        ,5
3月8日 21:29,美国说这段掐了别播 ,5
3月8日 21:06,费用太高了        ,5
3月8日 23:05,我就是想在等等，具体在等啥，我也不知道，就是想再等等 ,5
