8月15日 15:48,恒河水，浪打浪，信阿三，得永生。        ,1
8月15日 15:48,主要成分应该是牛尿        ,1
8月15日 15:51,其实印度制药挺厉害的 ,1
8月15日 15:48,主要成分应该是牛尿        ,1
8月15日 15:51,疫情失控国家，都开始出现极左冒进主义了…        ,1
8月15日 15:54,印度神油，印度神苗 ,1
8月15日 15:54,印度,1
8月15日 15:58,主要成分有:恒河浮尸水，牛💩 ，牛尿，虱子，飞饼 ,1
8月15日 15:56,别国都是向世卫和联合国报备，他们怎么自己的专家和科学家允许？这是什么操作？        ,1
8月15日 16:28,就事论事，印度的软件和生物科技领域确实很厉害别怼我，我是爱国的，我也讨厌阿三！        ,1
8月15日 15:49,我不是药神 ,1
8月15日 15:57,莫迪越来越像颗胡萝卜        ,1
8月15日 16:04,这样的制度，到最后都靠骗。        ,1
8月15日 16:48,他们仿制别人的药物很厉害……但是在研发方面不行吧？？？？        ,1
8月15日 16:04,我们国家快了吗大学生开学不想封闭五个月啊        ,2
8月15日 15:48,吹？        ,2
8月15日 15:53,我还是很相信印度疫苗的神力的        ,2
8月15日 21:17,我觉得很多人对印度太有偏见了吧，他们国家的药业和一些高新技术产业还是很厉害的        ,2
8月15日 22:08,说实话，我真的希望他说的是真的！毕竟病毒没有国界，任何一个国家生产出可用的疫苗，都是好消息！        ,2
8月15日 16:03,以他们生产“假药”的水平，我怎么有点相信了呢 ,2
8月15日 16:10,恒河水里出疫苗 ,2
8月15日 19:05,即使它们真的研究出来了，谁敢用？我的天        ,2
8月15日 18:06,牛尿混恒河水        ,2
8月15日 15:48,我称印度的疫苗问世还得需要几天        ,2
8月16日 12:52,“以前只觉得国外好的人，叫做崇洋媚外，现在只要觉得国外有一点可取之处的人，我们都把他叫做崇洋媚外” ,2
8月15日 22:21,政客的话也敢信？        ,2
8月15日 19:04,留着自己用就好，我这身子骨还想多活几年……        ,2
8月15日 15:51,3D打印        ,2
8月15日 17:06,说实话，要是有疫苗问世，然后印度宣布发范围高数量出货的话，这个我信，毕竟印度仿制确实强        ,2
8月15日 16:23,疫苗了大肠杆菌超标元素周期表占半        ,3
8月15日 16:15,估计没有牛尿好用        ,3
8月15日 16:25,莫迪亲自干预让中国老兵回国，并且中国老兵在印度娶妻生子当地人并没有为难他。这说明印度人是善良的，中印应该友好，祝印度早日赶走疫情！        ,3
8月15日 20:25,印度都是新冠患者了，有疫苗也无用，印度成功研发5g都不信，还疫苗呢，这个疫苗是不是喝了恒河水的牛的排泄混合物哦。亲，这边建议您食用济公牌伸腿瞪眼丸，有质量保证哦。        ,3
8月15日 19:01,震惊！印度为控制人口增长又出新招数 ,3
8月15日 17:59,没有疫苗人类社会真的无法恢复正常运转啊        ,3
8月15日 15:50,说不定以毒攻毒有奇效        ,3
