3月4日 00:41,关于这个条例，#外国人永久居留管理条例# 我和99.9999%的国人都是坚决反对的，法国现在已经成了65%都是黑人跟黑人混血的国家，真是明知道这份作业是错的，你们都还敢抄。如果条例真的通过了，以后祖国归祖国，我归我，你们代表不了人民的意志。广州三元里十万黑人一年到头闹出那么多事情来，你们没管        ,1
3月4日 00:36,回来就好好治疗 ,1
3月4日 00:48,建议在高风险疫区国的，要么当地不动，要么统一安排包机，专车，这样零散着到处跑，增加了多少风险，万一发现1例，又要隔离多少人啊        ,1
3月4日 02:26,湖北人同机回叫空投病毒，华侨回来就祖国欢迎？🤷‍♂️        ,1
3月4日 00:43,意大利给你们多少钱让你们回国里嚯嚯我们        ,1
3月4日 00:48,居然不是下飞机直接隔离。。？        ,1
3月4日 07:02,这些人从意大利回国，应该入境就隔离。让他们乘坐国内航班无疑扩大了接触范围。有没有告知一百四十多乘客，他们的同行者是从意大利来的。        ,1
3月4日 05:30,华侨是哪里好往哪里跑。过去西方好偷渡也要去，现过国内好就回来了。        ,1
3月4日 02:16,不是拒绝回国，如果是已有症状或者已经感染病毒🦠，这一路是要连累多少国家，连累多少人被隔离或者染病，想过没有。活生生的例子就在眼前。        ,1
3月4日 06:27,不是中国国籍不给免费治疗！凭啥连税和社保都没有还免费治疗，我们交的税和社保不是给这帮子人用的好吗？别让人家当傻子了，奥运会时免费让老外吃烤鸭，边吃还在心里骂中国人是傻子，别再干这种傻事啦！        ,1
3月4日 08:25,我讨厌的是那些之前为了逃命跑到外国，现在外国疫情爆发了又逃回来的人！没能和国人一起奋斗，有好处了就回来，算什么国人！        ,1
3月4日 05:22,我ca1706的，在北京无通知被迫与cz6163乘客并机。上机前有同航班乘客向机场人员反应过有归国华侨，是否需要安排检查留观，没有得到回复，起飞前拨打国航客服热线无人接听。10.20在萧山落地后，发现疑似病例，防疫人员上机，登记，检查。到凌晨两点钟，没有任何回复与通告，被莫名其妙带上大巴车去酒店        ,1
3月4日 01:16,强烈建议zf开航线让他们直飞武汉！！利用方舱资源 ，又不会不近人情        ,1
3月4日 05:25,这些人呐很现实。        ,2
3月4日 09:00,为什么他们可以从国外回来，而我们这些在湖北的健康人，只能被封在家里，哪里都去不了，太不公平了。        ,2
3月4日 05:33,下飞机还不隔离，别让中国所有人的付出功亏一篑，前功尽弃        ,2
3月4日 09:17,家乡发展你不在 千里投毒你第一 ,2
3月4日 07:10,同机人员只是测量体温？当天接触的感染者当天测体温有什么意义？不是应该全机人员隔离？还有，你们回来干什么？好不容易控制住的病情你们回来捣乱？不觉得太自私么，这一路至多少人于危险当中？        ,2
3月4日 08:59,"为什么不在北京就地隔离,还要让一百多人陪着冒险?明知测体温没用,这是严防严控吗?回国华侨就有特权吗?        ",2
3月4日 08:34,别回来了，呆在意大利隔离吧        ,2
3月4日 00:39,欢迎全球华人回祖国治疗 ,2
3月4日 10:57,气死，评论怎么这么多双标啊。我就是浙江的，我一点不欢迎这种瞒报病情跑回国的，别张口就是“我们浙江人欢迎”，要欢迎你自己去欢迎，别带上我。还有，你别和我说什么人家捐物资给我们，我知道有很多在国外的同胞都捐了物资，但你不要搞得人人都捐了，这种刻意隐瞒病情跑回来祸害其他人的人会捐款？        ,2
3月4日 01:18,能不能包机接回来啊？这一架架飞机的得有多少人担惊受怕啊        ,2
3月4日 09:57,洗白的无非三种人，海外华侨，借着某些海外华侨捐款的名头，拥护在海外的。还有一种圣母白莲花，显得自己伟大高尚品德高。再则就是怼天怼地的无脑键盘侠。最后申明，回国了的好好隔离好好治疗，很多无辜人被你们拉下了水。没回国的没特殊情况原地不动好吗，这也是爱国的一种表现，不需要你捐款捐物        ,2
3月4日 09:25,跟华侨不华侨的没关系。只想问明知道自己有病了为什么要上飞机？难道不怕传染机组工作人员和其他的乘客吗？隐瞒病情下飞机不立刻报备隔离知道会害死多少人吗        ,2
3月4日 08:55,我昨天看了一个视频，是一个华裔小女孩的哭诉，说看到亚洲人就辱骂，说中国病毒，甚至四个男子威胁要打她。既然他们要回来，祖国母亲是欢迎的，与其让他们如此无序回来增加很多人的风险，不如专机接回来，大使馆统一登记安排，但选择了加入别国国籍，那么机票自费隔离自费。        ,2
3月4日 00:38,还好回来了 留在意大利 不仅得病 还会被甩锅        ,2
3月4日 04:34,回来嚯嚯吧 ,3
3月4日 09:34,浙江人好牛逼啊，“回我们浙江跟你有什么关系。我们浙江人都不嫌弃”，牛逼牛逼，双标狗，咋不传染你呢？这几个华侨为什么，不自我隔离？有一个有症状了还不通知机组人员，回国？？？请问同行的其他人何辜？！！！你们浙江？你是谁？浙江人都这么想？不是不让回国，你回国你也得有点良心吧，一路多少人        ,3
3月4日 06:52,一飞机的人，下飞机后如果有一个人乘坐公共交通工具回家，然后他们的家人，她们家人接触的人。。。细思极恐        ,3
3月4日 07:14,落地就要隔离14天，而不是只单单测体温，体温不准。        ,3
3月4日 07:39,要说多少遍，测体温没用，必须自我隔离！！        ,3
3月4日 10:42,怎么动不动就是浙江人欢迎 浙江人愿意 我有个疑问啊就是同趟航班的人愿意吗浙江的各类一线人员愿意吗如果他们都愿意那当我没说 他们都没表态你愿意欢迎你🐎呢？你天天躺在家里刷微博当然愿意啦 那送你家隔离你去照顾你愿意吗 ,3
3月4日 08:42,欢迎华侨回来治疗，但是这几个人刻意隐瞒的行为简直可耻又可怕，让大家都感受到了他们的自私！ ,3
3月4日 08:26,国际航班回来的，就别再让转机了。大数据很容易查到，直接就地隔离14天        ,3
3月4日 09:09,很早之前看过一部电视剧，讲的是温州人去意大利闯荡江湖的事，虽然他们去了国外但从没忘记自己是中国人。其实好多沿海地区华侨早些年都是出去打工赚钱的，这批人最有家国情怀，一直心系祖国！跟现在的某些精致利己为拿绿卡数典忘祖的人根本不在一个层次。        ,3
3月4日 08:43,怎么说呢，感觉之后会越来越多，毕竟意大利政府啦叽，还不许人戴口罩，15天不开店要罚款，歧视华人，这不是害死人吗，不让他们回来是要b死侨人吗？太惨了真是，在国外被意大利骂，回来被国人骂，还是希望有一点措施吧        ,3
3月4日 00:39,@随心所欲golf,3
3月4日 02:07,在机场建一个方舱隔离观察不好吗？        ,3
3月4日 01:17,现在国内疫情控制了，就回来        ,3
3月4日 10:40,不反对同胞回国，但是评论双标🐶 真多。武汉出去的就按头武汉人，一个华侨捐物资＝所有华侨捐物资。是不是当初骂湖北人骂得太开心，现在不好意思打脸自己人死鸭子嘴硬啊。所以说，都是中国人，别以为自己比别人高贵，也别把别人不当人。        ,3
3月4日 09:29,总有种感觉是，回来的这群人就是当初因为中国疫情严重，然后跑到国外躲起来，没想到国外也严重了，中国快控制住了，所以现在又都跑回来了 ,4
3月4日 08:41,测体温没用！现在都复工了万一一个阳性的得感染一大片啊！国家啊！长点心啊！        ,4
3月4日 09:24,要么就撤侨都一起接回来，要么就在意大利别动，现在这叫什么事儿        ,4
3月4日 08:28,看了这新闻，感觉宅家的日子不会短，形式复杂        ,4
3月4日 10:22,湖北疫情爆发，湖北人往外跑，国外疫情爆发，侨胞往回跑，请欢迎的人讲一下实质性区别，可能我文化水平比较低，没看透        ,4
3月4日 09:08,千里送毒来的？        ,4
3月4日 08:52,为啥下北京飞机不立刻安排隔离？意大利这时候至少和武汉一样甚至更严重        ,4
3月4日 08:50,说句不好听的，捐口罩的事是捐了，可发现病了以后为什么不在当地看病呢？如果是身体健康回来还可以，病了还回来是怕外国医疗水平不够？如果不够怎么都争先恐后去外国？还是知道中国看病免费呢？ ,4
3月4日 05:57,下飞机就应该自觉隔离！！！还隐瞒到处跑！        ,4
3月4日 09:54,一个现在身在意大利北部的人。我看了很多评论。我想说有些人我劝你们善良。这几个人确实做的不对隐瞒了病情。但是没有被感染的人对意大利的政策太失望回国避难有错吗？难道国籍不是中国？还有你以为爆发期那么多口罩那来了？不是海外留学生往回寄的嘛？意大利北部口罩在疫情没来的时候就断了。你哔哔啥        ,4
3月4日 09:42,祖国建设你不在，千里投毒你最快        ,4
3月4日 09:02,机上还有那么多人，包括小孩子，那些已经有症状不自觉瞒报的真的是自私到极点        ,4
3月4日 08:39,欢迎在外华侨按照正常流程回国，祖国母亲永远是全球华人遇事时的坚实后盾有些杠精滚回你的恶臭键盘凹槽去        ,4
3月4日 12:30,脑子有毛病的人洗什么？我也是浙江人，麻烦你们做舔狗不要代表浙江人。国外华侨回国避难无可厚非，只要一回来就落地隔离，别跑来跑去，没人会不欢迎。可这几个人做的是什么？隐瞒病情，经过了那么多地方，让这么多不知情的人成了隔离对象。就他妈该骂。希望回国的能自动就地隔离，存在困难就找政府帮助        ,4
3月4日 09:31,"亲们，咱们先整明白，华侨是有中国国籍,但居住在外国或在国外长期生活的中国人 。华裔是和华人（外籍华人）不是中国国籍。你们可以骂他们隐瞒病情，但他们是中国人。        ",4
3月4日 09:00,祖国建设他不在，千里投毒他第一 ,5
3月4日 10:37,湖北人隔离了再多天也别出去，人家说了呆家里养得白白胖胖的，话真好听，你养？网上武汉加油，现实里就是湖北人滚！这几天看到欢迎华侨的都tm滚！！！        ,5
3月4日 09:43,在湖北的人回家过年叫千里送毒 华侨带病回来就举国欢迎好好治疗？真特么呵呵了!双标狗 呸!!!        ,5
3月4日 09:06,你们了解清楚再欢迎吧，这一路上不知道传染多少人呢        ,5
3月4日 10:29,捐口罩是一回事但这一路上回来感染多少人？你愿意是其中被感染的人吗？ 华侨捐口罩没错 国内我们有能力的不也捐钱捐口罩还是在本国纳税 但是得了病不也不让乱跑吗 不是一致抵抗确诊了还乱跑的人吗        ,5
3月4日 09:55,浙江的狗太双标了        ,5
3月4日 09:13,他们是回浙江青田。之前华侨就比较支持浙江经济建设，海外赚钱，把钱寄回老家，最初疫情爆发的时候也捐钱捐物，所以浙江人民就觉得华侨想回那就回吧…作为外省人我想最危险的浙江人民都觉得可以包容…那就行吧…听说后续好像是包机回了。        ,5
3月4日 09:48,国家有难跑去国外，现在又回来，想不通        ,5
3月4日 10:56,…昨天我就很讨厌这群浙江华侨了不要脸，还隐瞒！！！祸害一群人！我同学就跟他们同一架飞机的，当时毫不知飞机上有患者，现在都隔离去被核酸检测 ,5
3月4日 09:27,虽然我是浙江人，对归国华侨不能冷心冷面，虽然华侨归来青田县马上安排隔离。但是，这样子操作对青田，对浙江的影响是最小的，最差不过数据难看。可对他们回来途径上同行的人来讲，他们太倒霉了，同时他们回去的县市省都增加了太多的更难把控风险性。不要口口声声说我们浙江人自己的事情了。        ,5
3月4日 08:59,白眼狼，别回来了        ,5
3月4日 10:01,在这边代表浙江说话的，只想说，别给浙江抹黑了，都是中国人，你这么说话真怀疑你是不是浙江人，素质低到无与伦比！！！华侨是中国籍的，国家既然说欢迎回来的前提下，那么也请你们爱国，回来的时候就地自动隔离，不要虚报危害他人，这样我想国人们也不会谴责你们的，毕竟都是炎黄子孙。        ,5
3月4日 09:36,华侨回家没关系，你捐物资我很敬佩，但是带病回家，不肖子孙 ,5
3月4日 09:23,嘴上讲着大德大善，手上却不停挥舞着钢刀砍向自己的同胞，为了你身后的一片净土。你可知道，你身后净土在最危难时候，你挥刀砍向的这些人在外面做了多大的努力帮助你们恢复这片净土，现在你身后的净土恢复了，你觉得你面前的这些人会破坏这里，你就要驱刀相向，嘴里大喊着，滚。        ,5
3月4日 13:55,不只有浙江有意大利回来的人，大家自己的省份都有，多关心下自己的省份吧，浙江只是信息透明及时公布了而已啊！！！        ,5
3月4日 10:22,我是浙江人，我反对那些带病华侨回国，我不双标。带病回乡，就是无耻。这么多志愿者，这么多医护人员牺牲，那些国外的忍心回来传染?那些同一个飞机的乘客无辜不?        ,6
3月4日 09:25,我就想知道万一里面有不带症状者或者是带病菌潜伏期长的人，怎么办？？        ,6
3月4日 09:25,这些华侨从意大利回来和湖北人当时往别的省跑本质上并没有什么区别，湖北人当时去其他省的时候也不知道自己感染了，只知道当时他们呆的地方很危险，怎么变成花华侨就区别对待了 ,6
3月4日 09:07,爱国就别千里带病毒，祖国伤不起了，有病回来请自觉申报，不要害人害已。        ,6
3月4日 09:58,浙江的物资一半都是华侨捐的……现在他们病了回来治疗怎么了？……说武汉的都是那些瞒报吃退烧药的全国吓跑的……        ,6
3月4日 09:37,没疫情觉得国外多香，有疫情知道回国了。        ,6
3月4日 09:04,祖国患难的时候怎么不见他们回来 ,6
3月4日 10:04,外国不好了就想到中国了虚伪        ,6
3月4日 09:28,都知道自己有病了还要隐瞒病情到处跑居心叵测转机这么多次不知道会感染多少，本来以为快控制了应该能开学了，结果还有输入病毒当时中国疫情严重的时候估计在国外庆幸自己没事，现在意大利爆发了就要回祖国的怀抱了。知道你们是中国籍没有赶走你们的意思但是刻意隐瞒就是你们的不对了 ,6
3月4日 08:59,祖国危难之时你们在干嘛？现在国外危险了，又回来避难？        ,6
3月4日 08:59,华侨还是回来治疗吧，毕竟还是中华人民共和国的公民，那种改了国籍的或者华裔就不要来了🙈        ,6
3月4日 10:51,不是说这些华侨不好，在意大利的时候，没觉得意大利人多排华，反而是这帮温州的人处处瞧不起中国人，好像他们出了国就不是中国人了。今天看到这个新闻，我只想说，你们回来干嘛呢，意大利不是天堂吗 ,6
3月4日 09:19,意大利回来的应该强制隔离，测体温也是不准确的，毕竟很多人检测4.5次才阳性        ,6
3月4日 09:07,意识到国家强大的同时，也请不要给国家添麻烦！配合政府隔离14天        ,7
3月4日 13:01,地域黑biss，搞什么民族偏见分裂，还说什么叫浙江独立，我寻思这些地域黑不和香港废青一样黑一样搞分裂吗天天的吃饱了没事干键盘敲敲真厉害        ,7
3月4日 10:51,双标？湖北空投浙江我们就是不能接受，因为湖北并没有帮助过我们什么，反之，现在是我们在帮助湖北。但是浙江有难，海外浙商第一时间援助，这就是我们的袒护之心懂吗？        ,7
3月4日 09:49,包机回国吧或者和zf沟通好。。。看着可怕。不是说不让回来，好容易国内控制了，一切向好的样子，大家都等着不戴口罩自由上街了，瞒报等于投毒啊。        ,7
3月4日 09:17,这批人是春节期间国内疫情严重飞往意大利，现在意大利严重又飞回来的吧        ,7
3月4日 09:09,这一飞机的人都要隔离了吧        ,7
3月4日 08:55,回国的都是小人        ,7
3月4日 10:07,这次疫情看到了很多自私自利的人 我想问你就算这次治好了 你以为你还能活多久？ ？？        ,7
3月4日 09:29,给我们带来病毒？？？这是对飞机上的人不负责任啊        ,7
3月4日 09:26,emmm……刚开始武汉疫情的时候不回来，现在国外疫情严重就回来了？        ,7
3月4日 09:24,华侨回国大家是欢迎的，但是你们知道这确诊得几个人在明知道自己身体抱恙的情况下自行服药隐瞒病情，又几次转机回浙江，这种行为不应该令人气愤吗？得病回国救治无可厚非，但你不能为了自己的私心让其他乘客暴露于危险因素中。这些人的行为寒了多少国人的心啊 ,7
