2月15日 21:01,日本的人口比中国密集，这个弄不好就会失控，一旦失控就日本的医疗人口绝对会崩溃。好吧，希望你们保重，一定要撑住。等我们腾出手来救你们。        ,1
2月15日 20:51,真的有点不好意思了，全球都在为吃野味的人买单，国人更是苦不堪言        ,1
2月15日 20:56,为日本祈祷一下吧唉        ,1
2月15日 20:52,祈愿疫情别再扩散🙏🙏        ,1
2月15日 21:04,如果我们取得了决定性的胜利后，可以派出一些医治和防控专家去帮助受疫情影响到一些国家，在天灾面前毕竟大家都是命运共同体，同时我们也应该更多的展示大国的责任和使命！        ,1
2月15日 21:02,“与中国无直接关系，且不知感染途径的确诊病例”，听着好可怕        ,1
2月15日 21:00,日本加油！日本的外交措辞值得尊重！        ,1
2月15日 21:04,扛住友邦！🙏🙏🙏        ,1
2月15日 20:58,新冠肺炎——世界毒霸，人类公敌。        ,1
2月15日 21:00,对不起，一起加油        ,1
2月15日 20:53,赶紧管控吧，不然你东奥会可就有问题了        ,1
2月15日 20:52,日本开始不重视，现在已经在扩散了，赶紧隔离加强管理和宣传吧        ,1
2月15日 20:54,希望中国在疫情抗击末端有余力的情况下，尽全力援助日本        ,2
2月15日 20:52,日本挺住啊        ,2
2月15日 20:59,赶紧防控，千万不要暴发。        ,2
2月15日 21:03,保佑🙏全世界人民安康        ,2
2月15日 20:55,这个不容大意啊，毕竟日本那么大的地出现这么多病例了        ,2
2月15日 20:58,希望邻国重视，共度难关，💪        ,2
2月15日 21:37,日本加油，相信一切都会好起来的，挺住啊，等我们腾出手来帮助你们。        ,2
2月15日 20:50,希望日本中国一起平平安安的 ,2
2月15日 21:00,讲真，有点怕        ,2
2月15日 20:54,加油啊，领国兄弟        ,2
2月15日 20:50,最不想看到的 要加强防护啊🙏🙏🙏        ,2
2月15日 21:37,等我们的好消息。马上帮你们解决！ ,2
2月15日 20:52,日本人很谨慎呀！        ,2
2月15日 21:37,对不起。加油        ,2
2月15日 21:35,日本挺住啊        ,3
2月15日 21:36,日本加油        ,3
2月15日 21:36,抓紧采取隔离措施才是最重要的，加油💪一切都会好起来的。中国的经验应该都会能帮到他们的        ,3
2月15日 21:37,🙏🙏🙏求求了变好吧        ,3
2月15日 21:37,祈愿疫情早点消失 ,3
2月15日 21:37,什么时候才是个头        ,3
2月15日 21:36,生化危机 恶化 ,3
2月15日 21:36,坚持到我们腾出手反奶一波哈        ,3
2月15日 21:36,#日本疫情# 就想问下，如果厉害了会不会影响奥运会！！！ ,3
2月15日 21:37,保佑🙏        ,3
2月15日 21:37,抗住呀！一起加油        ,3
2月15日 21:37,愿好        ,3
2月15日 21:03,会影响3月奥运圣火传递和7月的奥运会吗？        ,3
2月15日 21:36,愿平安        ,3
2月15日 21:36,加油💪        ,4
2月15日 20:50,太可怕了 ,4
2月15日 20:56,我的天        ,4
2月15日 20:53,我擦!        ,4
2月15日 20:50,持续关注        ,4
2月15日 21:02,你们自己保重啊。。。        ,4
2月15日 21:36,一定要平安的度过疫情啊，我们一起加油        ,4
2月15日 20:51,转发微博        ,4
